epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,2992.22,1.3023,0.76164,1.42055,0.90157,0.92106,0.93618,0.53829,1.55775,0.68833,1.52622,0.0001733,0.0001733,0.0001733
68,3036.64,1.28459,0.76956,1.41293,0.89829,0.922,0.93461,0.53786,1.59244,0.67798,1.53704,0.00016835,0.00016835,0.00016835
69,3081.21,1.31036,0.78425,1.42471,0.9084,0.89234,0.92961,0.50564,1.6698,0.72395,1.59647,0.0001634,0.0001634,0.0001634
70,3124.71,1.30771,0.7665,1.42762,0.90015,0.9225,0.93543,0.53721,1.58179,0.67509,1.52719,0.00015845,0.00015845,0.00015845
71,3169.12,1.28193,0.76608,1.4263,0.90055,0.91188,0.93446,0.54779,1.57194,0.67039,1.53997,0.0001535,0.0001535,0.0001535
72,3215.24,1.26691,0.75606,1.40386,0.90377,0.92055,0.93689,0.54174,1.55946,0.65778,1.53784,0.00014855,0.00014855,0.00014855
73,3259.03,1.27177,0.73203,1.39486,0.91944,0.9149,0.94007,0.54792,1.54688,0.65931,1.51491,0.0001436,0.0001436,0.0001436
74,3303.68,1.268,0.731,1.39749,0.91044,0.92207,0.93989,0.55207,1.53885,0.65356,1.50721,0.00013865,0.00013865,0.00013865
75,3349.01,1.27397,0.74093,1.4152,0.913,0.91213,0.93939,0.55072,1.54588,0.66553,1.51749,0.0001337,0.0001337,0.0001337
76,3392.45,1.25713,0.72673,1.39525,0.90333,0.91114,0.931,0.5346,1.57633,0.66519,1.53774,0.00012875,0.00012875,0.00012875
77,3436.23,1.26508,0.7208,1.3957,0.91272,0.92965,0.94093,0.5396,1.56335,0.65386,1.52044,0.0001238,0.0001238,0.0001238
78,3480.68,1.25463,0.72573,1.38118,0.91398,0.92381,0.94205,0.55208,1.52699,0.63834,1.5025,0.00011885,0.00011885,0.00011885
79,3526.3,1.25295,0.72352,1.3736,0.90637,0.93195,0.94213,0.55103,1.53731,0.63962,1.5134,0.0001139,0.0001139,0.0001139
80,3571.07,1.2616,0.72171,1.40693,0.90555,0.9234,0.93505,0.54281,1.53846,0.64793,1.50481,0.00010895,0.00010895,0.00010895
81,3616.17,1.23096,0.70913,1.38946,0.91087,0.92947,0.94234,0.55846,1.52553,0.63054,1.50421,0.000104,0.000104,0.000104
82,3661.37,1.2215,0.69776,1.37076,0.90408,0.93413,0.93863,0.54651,1.55124,0.64107,1.51891,9.905e-05,9.905e-05,9.905e-05
83,3705.23,1.22487,0.71095,1.37513,0.911,0.93352,0.93945,0.54502,1.56082,0.65198,1.53908,9.41e-05,9.41e-05,9.41e-05
84,3750.1,1.23391,0.69965,1.37003,0.91405,0.92615,0.94049,0.55265,1.5276,0.63722,1.50472,8.915e-05,8.915e-05,8.915e-05
85,3794.29,1.21492,0.68937,1.36696,0.91252,0.92886,0.94144,0.55622,1.52294,0.63198,1.50376,8.42e-05,8.42e-05,8.42e-05
86,3838.15,1.21335,0.69067,1.36406,0.90503,0.93127,0.93679,0.53957,1.56936,0.6429,1.52209,7.925e-05,7.925e-05,7.925e-05
87,3882.77,1.20466,0.67765,1.34124,0.91028,0.93344,0.94221,0.53979,1.56403,0.63767,1.52425,7.43e-05,7.43e-05,7.43e-05
88,3926.96,1.2077,0.68771,1.36562,0.91205,0.92928,0.94389,0.56032,1.51514,0.62274,1.48959,6.935e-05,6.935e-05,6.935e-05
89,3972.5,1.21057,0.68038,1.34897,0.91599,0.93644,0.94661,0.56384,1.51209,0.61959,1.48531,6.44e-05,6.44e-05,6.44e-05
90,4018.74,1.21135,0.68994,1.35881,0.91618,0.93548,0.94279,0.56022,1.5181,0.61695,1.48903,5.945e-05,5.945e-05,5.945e-05
91,4063.86,1.1671,0.58214,1.41791,0.91457,0.92892,0.94216,0.55507,1.53531,0.62677,1.50232,5.45e-05,5.45e-05,5.45e-05
92,4106.12,1.14271,0.55199,1.38444,0.92456,0.92421,0.94134,0.56177,1.51341,0.62327,1.49265,4.955e-05,4.955e-05,4.955e-05
93,4148.38,1.12481,0.54958,1.37389,0.91611,0.93149,0.94223,0.55854,1.52925,0.61969,1.50033,4.46e-05,4.46e-05,4.46e-05
94,4190.73,1.1251,0.54584,1.3756,0.91654,0.92869,0.94212,0.56229,1.51621,0.61463,1.49238,3.965e-05,3.965e-05,3.965e-05
95,4232.9,1.10736,0.53453,1.34514,0.91849,0.93516,0.94218,0.56622,1.51539,0.61352,1.49497,3.47e-05,3.47e-05,3.47e-05
96,4275.85,1.10584,0.53265,1.36678,0.91667,0.93349,0.94316,0.57283,1.50025,0.6066,1.47874,2.975e-05,2.975e-05,2.975e-05
97,4319.67,1.09781,0.52975,1.3576,0.91897,0.93667,0.94333,0.57416,1.48885,0.60339,1.47538,2.48e-05,2.48e-05,2.48e-05
98,4363.28,1.09937,0.53266,1.35897,0.92177,0.93521,0.94506,0.5737,1.49109,0.60749,1.47955,1.985e-05,1.985e-05,1.985e-05
99,4405.2,1.09329,0.52721,1.34143,0.92016,0.9361,0.94682,0.57258,1.49046,0.60863,1.47818,1.49e-05,1.49e-05,1.49e-05
100,4447.3,1.08758,0.52162,1.34021,0.92466,0.93801,0.94585,0.57363,1.48877,0.60611,1.47495,9.95e-06,9.95e-06,9.95e-06
